"name","title","description","updated"
"37179pfd","Pensioenfondsen; deelnemers en premies","Aantal pensioenfondsen en deelnemers, ontvangen premies, 
naar type pensioenfonds.","2015-12-15T02:00:00"
"7118shfo","Pensioenfondsen; financiële gegevens","Balans en resultatenrekening. Vanaf 1997 naar bedrijfstak- , 
ondernemings- en overige pensioenfondsen.","2015-12-15T02:00:00"
"37401uit","Pensioenfondsen; pensioenuitkeringen","Uitkeringen, pensioenen van bedrijfstak- , ondernemings-, 
beroeps- en overige pensioenfondsen.","2015-12-15T02:00:00"
"7121shfo","Levensverzekeraars; financiële gegevens","Balans (bezittingen en schulden) 
en resultatenrekening (baten en lasten).","2015-12-15T02:00:00"
"71282ned","Levensverzekeraars; premies","Deze statistiek geeft een specificatie van de premies 
van de levensverzekeraars.","2015-12-15T02:00:00"
"71281ned","Levensverzekeraars; rendement op beleggingen","Beleggingen levensverzekeraars; netto directe 
beleggingsopbrengsten en rendementen.","2015-12-15T02:00:00"
"71280ned","Schadeverzekeraars; rendement op beleggingen","Gemiddeld belegd bedrag, netto directe opbrengsten 
en rendement, naar type belegging.","2015-12-15T02:00:00"
"70060ned","Schadeverzekeraars; brancheresultaten","Technisch resultaat, baten en lasten van 
schadeverzekeraars naar branche.","2015-12-15T02:00:00"
"7120shfo","Schadeverzekeraars; financiële gegevens","Balans (bezittingen en schulden) en 
resultatenrekening (baten en lasten).","2015-12-15T02:00:00"
"71279ned","Schadeverzekeraars; schadepercentages per branche","Verdiende premie, geleden schade en 
schadepercentage, per branche.","2015-12-15T02:00:00"
"71276ned","Verzekeraars; aantal verzekeringsmaatschappijen einde jaar","Deze statistiek geeft een overzicht van het aantal verzekeraars 
(schadeverzekeraars en levensverzekeraars inclusief spaarkassen).","2015-12-15T02:00:00"
"60053","VUT-fondsen; resultatenrekening en balans","Baten, lasten, saldo, activa en passiva van VUT - fondsen. 
Resultatenrekening, balans.","2016-04-07T02:00:00"
"82962NED","Financiële instellingen; balans","Balansen van financiële instellingen: institutionele beleggers, 
geldscheppende en overige niet - geldscheppende instellingen.","2016-06-30T02:00:00"
"70760ned","Geld- en kapitaalmarktrekeningen financiële instellingen","Mutatie in vorderingen en schulden van financiële instellingen 
naar financieel instrument en type geldgever/geldnemer.","2013-10-21T02:00:00"
"81820NED","Informatie en communicatie; omzetontwikkeling, index 2010 = 100","Branches informatie en communicatie. Omzet: indexcijfers 2010 = 100
ontwikkeling. Naar bedrijfsactiviteit (SBI 2008).","2016-08-31T02:00:00"
"82438NED","Kappers en schoonheidsverzorging; omzetontwikkeling, index 2010 = 100","Ontwikkeling van de omzet (waarde, prijs, volume) van de kappers en 
schoonheidsverzorging. Seizoen- en niet-seizoengecorrigeerd, SBI 2008","2016-08-31T02:00:00"
"81691NED","Diensten accountancy; seizoensreeks per kwartaal, prijsindex 2010 = 100","Prijsindexcijfers gerealiseerde uurtarieven per kwartaal en jaar-op-jaar
van accountants, boekhouders en belastingconsulenten (CPA2008)","2016-06-20T02:00:00"
"81530NED","Dienstenprijzen; commerciële dienstverlening en transport, index 2010 = 100","Prijsindexcijfers commerciële dienstverlening, verschillende branches
zoals transport en opslag, ict, architecten en makelaars.","2016-08-15T02:00:00"
"81713NED","Operationele autolease; prijsindex 2010 = 100","Prijsindexcijfers van operationele autolease, personenautolease (naar
brandstof-, bijtellingscategorie en segment), vracht- en bestelautolease","2016-07-15T02:00:00"
"82842NED","Dienstverlening; arbeids- en financiële gegevens, banenpools, SBI 2008","Banen, arbeidsvolume, bedrijfsopbrengsten en bedrijfskosten naar
werkgelegenheid","2016-01-12T02:00:00"
"81818NED","Uitzendbureaus en arbeidsbemiddeling; ontwikkeling omzet en uren, SBI 2008","Uitzendbranche. Omzet en uitzenduren: indexcijfers 2010 = 100, 
ontwikkeling. Naar bedrijfsactiviteit (SBI 2008).","2016-08-31T06:30:00"
"81819NED","Zakelijke dienstverlening; omzetontwikkeling, index 2010 = 100","Zakelijke dienstverlening. Omzet: indexcijfers 2010 = 100, ontwikkeling.
Naar bedrijfsactiviteit (SBI 2008).","2016-08-31T02:00:00"
"71950ned","Gezonde levensverwachting; vanaf 1981","Gezonde levensverwachting, ervaren gezondheid, lichamelijke beperkingen, 
chronische ziektes, langdurige aandoeningen, geestelijke gezondheid","2016-08-23T02:00:00"
"80298ned","Gezonde levensverwachting; inkomensklasse","Levensverwachting, gezonde levensverwachting, inkomensklasse
Gezonde levensverwachting, beperkingen, aandoeningen, inkomen","2016-01-18T09:30:00"
"71885ned","Gezonde levensverwachting; opleidingsniveau","gezonde levensverwachting, opleidingsniveau
geslacht, leeftijd, opleidingsniveau, periode, gezonde levensverwachting","2016-01-18T02:00:00"
"81364ned","AWBZ/WMO-zorg zonder verblijf; inkomen","Personen met zorg zonder verblijf, uren zorg
AWBZ/WMO-zorg, leeftijd, inkomen, geslacht, zorg zonder verblijf","2011-10-27T02:00:00"
"81449NED","Personen met indicatie en/of gebruik ZMV; gebruik naar zzp","Personen met indicatie of gebruik van zorg met verblijf
Geslacht, leeftijd, grondslag, gebruik zzp en persoonskenmerken","2015-08-20T02:00:00"
"81448NED","Personen met indicatie en/of gebruik ZMV; gebruik naar zzp, regio","Personen met indicatie en/of gebruik van zorg met verblijf
Geslacht, leeftijd, grondslag, gebruik zzp en regio","2015-08-20T02:00:00"
"81458NED","Personen met indicatie/gebruik ZMV; grondslag, indicatie naar zzp","Personen met indicatie en/of gebruik van zorg met verblijf
Geslacht, leeftijd, grondslag, indicatie zzp, persoonskenmerken","2015-08-20T02:00:00"
"81457NED","Personen met indicatie/gebruik ZMV; grondslag, indicatie naar zzp, regio","Personen met indicatie en/of gebruik van zorg met verblijf
Geslacht, leeftijd, grondslag, functie, regio","2015-08-20T02:00:00"
"81447NED","Personen met indicatie en/of gebruik ZZV en/of ZMV; regio","Personen met indicatie en/of gebruik van zorg zonder en/of met verblijf
Geslacht, leeftijd, indicatie, gebruik, regio","2015-08-20T02:00:00"
"81450NED","Personen met indicatie of gebruik ZZV; functie en regio","Personen met indicatie of gebruik van zorg zonder verblijf
Geslacht, leeftijd, functie, regio","2015-08-20T02:00:00"
"81454NED","Personen met indicatie en/of gebruik ZZV; grondslag, functie, regio","Personen met indicatie en/of gebruik van zorg zonder verblijf
Geslacht, leeftijd, grondslag, functie, regio","2015-08-20T02:00:00"
"81455NED","Personen met indicatie en/of gebruik ZZV; grondslag, functie, persoonskenm.","Personen met indicatie en/of gebruik van zorg zonder verblijf
Geslacht, leeftijd, grondslag, functie, persoonskenmerken","2015-08-20T02:00:00"
"7042mc","Gebruik medische voorzieningen; t/m 2009","Huisarts, specialist, tandarts, fysiotherapeut, alternatieve genezers, 
ziekenhuis, geneesmiddelen, naar leeftijd, geslacht, verzekeringsvorm","2011-11-23T02:00:00"
"83005NED","Gezondheid en zorggebruik; persoonskenmerken","Ervaren gezondheid, chronische aandoeningen, zorggebruik
Geslacht, leeftijd, opleiding, herkomst, positie huishouden, inkomen","2016-06-16T02:00:00"
"81976NED","Gezondheid, leefstijl en medische contacten; regio's, 2008/2011","Medische contacten, roken, alcoholgebruik, overgewicht, ervaren en
psychische gezondheid, aandoeningen en beperkingen naar regio","2013-03-27T02:00:00"
"83384NED","Gezondheid en zorggebruik; geslacht, leeftijd, persoonskenmerken","Gezondheid en zorggebruik naar geslacht en leeftijd, herkomst,
onderwijsniveau en inkomen","2016-07-22T02:00:00"
"82166NED","Gezondheidsmonitor; regio, bevolking van 19 jaar of ouder, 2012","Ervaren gezondheid, aandoeningen, beperkingen, mantelzorg, roken, alcohol
gebruik, overgewicht en bewegen naar regio. Volwassenen en ouderen. ","2015-04-01T02:00:00"
"81549NED","Curatieve GGZ; zorgtrajecten per diagnose, leeftijd, aantal diagnoses","Zorgtrajecten met gesloten, of zowel gesloten als openstaande DBC's;
naar diagnosegroep, aantal diagnoses per traject, geslacht en leeftijd","2016-07-15T02:00:00"
"81621NED","Curatieve GGZ; zorgtrajecten per diagnose, leeftijd, zorgkenmerken","Zorgtrajecten met gesloten, of zowel gesloten als openstaande DBC's;
naar kenmerken van zorg en zorgaanbieder, diagnose, geslacht en leeftijd","2016-07-15T02:00:00"
"81622NED","Curatieve GGZ; zorgtrajecten per diagnose, leeftijd, regio","Zorgtrajecten met gesloten, of zowel gesloten als openstaande DBC's;
naar provincie en GGD-regio, diagnose, geslacht en leeftijd","2016-07-15T02:00:00"
"81072ned","Personen met verstrekte geneesmiddelen; herkomst en generatie","Personen met verstrekte geneesmiddelen
geneesmiddelengroep ATC-klasse; herkomst; generatie; leeftijd; geslacht","2016-04-15T02:00:00"
"81074NED","Personen met verstrekte geneesmiddelen; inkomen","Personen met verstrekte geneesmiddelen naar geneesmiddelengroep
(ATC-klasse), inkomen, leeftijd en geslacht ","2016-05-13T02:00:00"
"81071ned","Personen met verstrekte geneesmiddelen; leeftijd en geslacht","Personen met verstrekte geneesmiddelen
geneesmiddelengroep naar ATC-klasse; leeftijd; geslacht","2016-04-15T02:00:00"
"83250NED","Personen met verstrekte geneesmiddelen; regio (GGD)","% personen met verstrekte geneesmiddelen naar GGD
naar geslacht, leeftijd en geneesmiddelengroep","2016-06-10T02:00:00"
"83251NED","Personen met verstrekte geneesmiddelen; regio (gemeente)","personen met verstrekte geneesmiddelen
Geneesmiddelengroep (ATC), regio, leeftijd en geslacht","2016-06-10T02:00:00"
"80192ned","Door de huisarts geregistreerde contacten; herkomst","Aantal personen met contact en aantal contacten per persoon naar soort
contact, herkomst, geslacht en leeftijd in vijftienjaarsklassen","2016-06-06T02:00:00"
"80577ned","Door de huisarts geregistreerde contacten; inkomen","% personen met contact en aantal contacten per persoon naar soort contact
inkomensgroep, leeftijd in 15-jaarsklassen, geslacht, herkomstgroep","2016-06-06T02:00:00"
"80191ned","Door de huisarts geregistreerde contacten; leeftijd en geslacht","Aantal personen met contact en aantal contacten per persoon naar soort
contact, geslacht en leeftijd in vijfjaarsklassen en vijftienjaarsklassen","2016-06-06T02:00:00"
"83111NED","Personen naar bij de huisarts bekende diagnose; herkomst","Diagnoses van personen
Diagnoses, herkomst, geslacht, leeftijd","2016-06-06T02:00:00"
"83241NED","Personen naar bij de huisarts bekende diagnose; inkomen","Diagnoses van personen
Diagnoses, inkomen","2016-06-06T02:00:00"
"83110NED","Personen naar bij de huisarts bekende diagnose; leeftijd, geslacht","Diagnoses van personen
Diagnoses, leeftijd, geslacht","2016-06-06T02:00:00"
"82972NED","Indicatoren jeugdzorg; gemeenten","Enkele indicatoren over jeugdzorggebruik per gemeente
clustering van de gemeenten naar inwonersaantal","2016-05-02T02:00:00"
"82974NED","Jeugdbeschermingstrajecten","jeugdbeschermingstrajecten, ondertoezichtstelling, voogdij
in- en uitstroom, duur trajecten","2016-04-29T02:00:00"
"82975NED","Jeugdbeschermingstrajecten; regio","jeugdbeschermingstrajecten, ondertoezichtstelling, voogdij
in- en uitstroom, regio","2016-04-29T02:00:00"
"82970NED","Jeugdhulptrajecten; verwijzer, perspectief","Aantal trajecten jeugdhulp en het verloop
naar duur, verwijzer en perspectief van het traject","2016-05-30T02:00:00"
"82971NED","Jeugdhulptrajecten; verwijzer, regio (gemeente)","Aantal trajecten jeugdhulp en het verloop
naar duur en verwijzer van het traject en regio","2016-05-30T02:00:00"
"82977NED","Jeugdreclasseringstrajecten; regio","jeugdreclassering
in- en uitstroom; kenmerken traject; regio","2016-04-29T02:00:00"
"82964NED","Jongeren met jeugdzorg en jeugdzorgtrajecten; wijken, 2015","Aantal jongeren met jeugdzorg en jeugdzorgtrajecten
naar gemeente en wijk","2016-05-02T02:00:00"
"82965NED","Jongeren met meerdere vormen van jeugdzorg; kenmerken, (jeugdzorg)regio","Jongeren met verschillende vormen van jeugdzorg
naar persoonskenmerken en regio","2016-05-02T02:00:00"
"82966NED","Jongeren met meerdere vormen van jeugdzorg; regio (gemeente)","Jongeren met verschillende vormen van jeugdzorg
naar gemeente","2016-08-12T02:00:00"
"83432NED","Jongeren met jeugdzorg; Zorg in natura (Zin), Persoonsgebonden budget (PGB)","Aantal jongeren met jeugdzorg naar financieringsvormen Zorg in Natura en
Persoonsgebonden budget en leeftijd, geslacht, verantwoordelijke gemeente","2016-08-12T02:00:00"
"82967NED","Trajecten jeugdzorg; duur, (jeugdzorg)regio, op peildatum","Aantal jeugdzorgtrajecten naar vorm van jeugdzorg
naar duur van het traject en regio van de verantwoordelijke gemeente","2016-05-02T02:00:00"
"82968NED","Trajecten jeugdzorg; regio (gemeente), op peildatum","Aantal jeugdzorgtrajecten naar vorm van jeugdzorg
naar de verantwoordelijke gemeente","2016-05-02T02:00:00"
"82969NED","Jongeren met jeugdzorg; persoonskenmerken, op peildatum","Aantal jongeren met jeugdzorg
naar vormen van jeugdzorg, leeftijd en geslacht","2016-05-30T02:00:00"
"82614NED","Jongeren in provinciaal, AWBZ- en Zvw-gefinanc. jeugdzorg; samenloop, regio","Overlap in jeugdzorg naar regio
Provinciaal gefinancierde zorg, Zvw-gefinancierde GGZ, AWBZ zorg","2016-05-26T02:00:00"
"82354NED","Jongeren in provinciaal gefinancierde jeugdzorg; zorgduur, zorgvorm, regio","Aantal jongeren dat provinciaal gefinancierde jeugdzorg ontvangen heeft
Zorgvormen Bureaus Jeugdzorg, Jeugd en Opvoedhulp naar regio","2015-09-25T02:00:00"
"82355NED","Jongeren in provinciaal-gefinancierde jeugdzorg; zorgvormen","Aantal jongeren dat provinciaal gefinancierde jeugdzorg ontvangen heeft
Zorgvormen door Bureaus Jeugdzorg en organisaties Jeugd en Opvoedhulp","2015-09-25T02:00:00"
"82551NED","Jongeren met AWBZ-indicatie; leeftijd, functie, wel/niet naar Jeugdwet","Jongeren met indicatie voor AWBZ-gefinancierde zorg met / zonder verblijf
Functie en zorg die wel of niet overgaat naar de nieuwe Jeugdwet 2015","2015-09-25T02:00:00"
"82552NED","Jongeren met AWBZ-indicatie; wel/niet naar Jeugdwet, regio","Jongeren met indicatie voor AWBZ-gefinancierde zorg met / zonder verblijf
Zorg die wel of niet overgaat naar de nieuwe Jeugdwet 2015, regio's","2015-09-25T02:00:00"
"82468NED","Jongeren met Zvw-gefinancierde geestelijke gezondheidszorg; zorgvormen","Jongeren met Zvw gefinancierde geestelijke gezondheidszorg zorgvormen
GGZ, geslacht, leeftijd, eerstelijnszorg, tweedelijnszorg","2016-05-20T02:00:00"
"82503NED","Jongeren met Zvw-gefinancierde geestelijke gezondheidszorg; vorm, regio","Jongeren met Zvw gefinancierde geestelijke gezondheidszorg vorm, regio
GGZ, zorgvorm, eerstelijnszorg, tweedelijnszorg","2016-05-20T02:00:00"
"80167ned","Drugsgebruik; kenmerken gebruikers","Drugsgebruik, Hasj/Marihuana, Heroïne, Cocaïne, Ecstasy, Amfetaminen
Leeftijd, geslacht, opleiding, type woonplaats van de drugsgebruiker","2010-06-17T02:00:00"
"80276ned","Drugsgebruik; leeftijd en geslacht gebruikers","Drugsgebruik, Hasj/Marihuana, Heroïne, Cocaïne, Ecstasy, Amfetaminen
leeftijd en geslacht van de drugsgebruiker","2010-06-17T02:00:00"
"03799","Gezondheid, leefstijl, zorggebruik; t/m 2009","Medische consumptie, gezondheid, functiebeperkingen en leefstijl.
Achtergrondkenmerken zoals geslacht, leeftijd, opleiding, ","2011-11-11T02:00:00"
"81175ned","Leefstijl, preventief onderzoek; geslacht en leeftijd; 2010-2013","Roken, alcohol, onder- en overgewicht, pilgebruik, preventief onderzoek  
en lichamelijke activiteit naar geslacht en leeftijd.","2015-06-25T02:00:00"
"81177ned","Leefstijl, preventief onderzoek; persoonskenmerken; 2010-2013","Roken, alcohol, onder- en overgewicht, pilgebruik, preventief onderzoek 
en lichamelijke activiteit naar diverse persoonskenmerken.","2016-04-05T02:00:00"
"83021NED","Leefstijl en (preventief) gezondheidsonderzoek; persoonskenmerken","Roken, meeroken, alcohol, drugs, overgewicht, bewegen, groente, fruit, 
vis, seksuele gezondheid, mammografie, uitstrijkje, PSA test, griepprik","2016-06-10T02:00:00"
"83385NED","Leefstijl en preventie; geslacht, leeftijd, persoonskenmerken","Leefstijl en preventie naar geslacht, leeftijd, opleidingsniveau,
inkomen en herkomst","2016-08-17T02:00:00"
"81565NED","Lengte en gewicht van personen, ondergewicht en overgewicht; vanaf 1981","Ondergewicht, overgewicht, opgegeven lengte en opgegeven gewicht,
naar leeftijdsgroep en geslacht","2016-04-05T02:00:00"
"82470NED","Medisch Specialistische Zorg; DBC's naar diagnose (detail) ","Aantal geopende, gesloten, of lopende DBC’s van special. somatische zorg;
naar gedetailleerde diagnose, leeftijd en geslacht","2016-05-27T02:00:00"
"82471NED","Medisch Specialistische Zorg; DBC's naar diagnose, zorgkenmerken  ","Aantal geopende, gesloten, of lopende DBC’s van special. somatische zorg;
diagnose, leeftijd, geslacht, type instelling, behandelsetting en segment","2016-05-27T02:00:00"
"82223NED","Medisch Specialistische Zorg; patiënten naar diagnose, regio","Patiënten binnen een instelling met minimaal één gesloten of lopende DBC
(med. special. somatische zorg); naar diagnose, leeftijd, geslacht, regio","2014-09-19T02:00:00"
